S.No,District,Year,Season,Crop,Rainfall(mm),Minimum Temparature(C),Maximum Temperature (C),Ph,N(Kg/Hectar),P(Kg/Hectar),K(Kg/Hectar),Zn(ppm),Fe(ppm),Cu(ppm),Mn(ppm),Irrigation(MBGL),Yield (Bales/Hectare)
717,Bhadradri,2016 - 2017,rabi,Maize,12.21428571,30.4,42.7,5.31,185.2,34.5,135,1.05,3.69,0.31,7.51,7.1,8.71
718,Bhadradri,2017 - 2018,rabi,Maize,8.942857143,23.4,35.6,5.31,185.2,34.5,135,1.05,3.69,0.31,7.51,7.87,7.45
719,Bhadradri,2018 - 2019,rabi,Maize,17.9,,,5.31,185.2,34.5,135,1.05,3.69,0.31,7.51,7.23,6.33
720,Bhadradri,2019 - 2020,rabi,Maize,12.12857143,12.3,46.8,5.31,185.2,34.5,135,1.05,3.69,0.31,7.51,6.52,5.85
721,Jagitial,2016 - 2017,rabi,Maize,1.514285714,29.7,43.3,7.87,182.76,38.77,358.86,1.02,8.4,1.9,14,4.7,6.82
722,Jagitial,2017 - 2018,rabi,Maize,9.814285714,19.4,36.4,7.87,182.76,38.77,358.86,1.02,8.4,1.9,14,6.52,4.5
723,Jagitial,2018 - 2019,rabi,Maize,9.514285714,,,7.87,182.76,38.77,358.86,1.02,8.4,1.9,14,5.33,4.54
724,Jagitial,2019 - 2020,rabi,Maize,10.67142857,9.1,46.7,7.87,182.76,38.77,358.86,1.02,8.4,1.9,14,3.79,5.54
725,Jangoan,2016 - 2017,rabi,Maize,2.414285714,29.8,41.9,6.9,273.3,27.5,325,3.61,38.04,3.77,20.2,8.62,5.92
726,Jangoan,2017 - 2018,rabi,Maize,12.35714286,18.9,35.7,6.9,273.3,27.5,325,3.61,38.04,3.77,20.2,9.16,5.41
727,Jangoan,2018 - 2019,rabi,Maize,17.24285714,,,6.9,273.3,27.5,325,3.61,38.04,3.77,20.2,13.38,5.2
728,Jangoan,2019 - 2020,rabi,Maize,9.885714286,9.1,45.6,6.9,273.3,27.5,325,3.61,38.04,3.77,20.2,6.86,7.91
729,Jayashankar,2016 - 2017,rabi,Maize,5.528571429,29.5,42.7,7.7,303.16,51.01,432.29,0.98,18.04,2.33,13.03,7.71,5.98
730,Jayashankar,2017 - 2018,rabi,Maize,13.65714286,20.3,35.5,7.7,303.16,51.01,432.29,0.98,18.04,2.33,13.03,9.8,9.75
731,Jayashankar,2018 - 2019,rabi,Maize,13.11428571,,,7.7,303.16,51.01,432.29,0.98,18.04,2.33,13.03,9.54,7.29
732,Jayashankar,2019 - 2020,rabi,Maize,16.77142857,9.2,46.4,7.7,303.16,51.01,432.29,0.98,18.04,2.33,13.03,9.31,6.98
733,Jogulamba,2016 - 2017,rabi,Maize,5.4,29.3,41.4,8.2,156.17,37.9,289.96,0.88,7.52,1.16,10.01,6.45,6.8
734,Jogulamba,2017 - 2018,rabi,Maize,4.77143,22.3,34.4,8.2,156.17,37.9,289.96,0.88,7.52,1.16,10.01,3.94,3.99
735,Jogulamba,2018 - 2019,rabi,Maize,8.35714,,,8.2,156.17,37.9,289.96,0.88,7.52,1.16,10.01,10.74,3.54
736,Jogulamba,2019 - 2020,rabi,Maize,6.37143,14,44.2,8.2,156.17,37.9,289.96,0.88,7.52,1.16,10.01,7.9,3.77
737,Kamareddy,2016 - 2017,rabi,Maize,2.942857143,29.8,41.5,7.3,274.7,31.31,308.92,1.31,11.81,2.44,15.28,9.64,4.46
738,Kamareddy,2017 - 2018,rabi,Maize,5,18,33.8,7.3,274.7,31.31,308.92,1.31,11.81,2.44,15.28,9.92,5.22
739,Kamareddy,2018 - 2019,rabi,Maize,3.3,,,7.3,274.7,31.31,308.92,1.31,11.81,2.44,15.28,14.14,4.67
740,Kamareddy,2019 - 2020,rabi,Maize,15.51428571,9,45.9,7.3,274.7,31.31,308.92,1.31,11.81,2.44,15.28,8.31,7.04
741,Karimnagar,2014 - 2015,rabi,Maize,15.62857143,28.2,44.2,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,,5.45
742,Karimnagar,2015 - 2016,rabi,Maize,14,28.4,44.3,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,,4.82
743,Karimnagar,2016 - 2017,rabi,Maize,3.3,29.8,42.7,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,5.94,8.35
744,Karimnagar,2017 - 2018,rabi,Maize,7.771428571,19,34.8,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,8.04,7.37
745,Karimnagar,2018 - 2019,rabi,Maize,12.34285714,,,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,8.49,6.95
746,Karimnagar,2019 - 2020,rabi,Maize,12.12857143,10.7,45.1,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,3.53,6.12
747,Khammam,2014 - 2015,rabi,Maize,11.77142857,28.2,43.6,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,3.93,6.53
748,Khammam,2015 - 2016,rabi,Maize,20.14285714,28.2,43.7,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,3.93,6.53
749,Khammam,2016 - 2017,rabi,Maize,14.81904762,29.6,42.3,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,3.93,6.21
750,Khammam,2017 - 2018,rabi,Maize,17.70357143,23.1,35.7,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,3.93,6.71
751,Khammam,2018 - 2019,rabi,Maize,16.71428571,,,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,3.93,6.02
752,Khammam,2019 - 2020,rabi,Maize,21.10952381,14.6,45.5,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,3.93,7.51
753,Komaram bheem asifabad,2016 - 2017,rabi,Maize,7.185714286,30.1,42.9,7.6,155,15.6,285,0.49,15.62,0.39,15.21,6.3,6.8
754,Komaram bheem asifabad,2017 - 2018,rabi,Maize,12.31428571,18.2,34.7,7.6,155,15.6,285,0.49,15.62,0.39,15.21,7.47,6.9
755,Komaram bheem asifabad,2018 - 2019,rabi,Maize,11.25714286,,,7.6,155,15.6,285,0.49,15.62,0.39,15.21,6.95,6.5
756,Komaram bheem asifabad,2019 - 2020,rabi,Maize,19.85714286,6.6,45.5,7.6,155,15.6,285,0.49,15.62,0.39,15.21,6.14,6.93
757,Mahabubabad,2016 - 2017,rabi,Maize,6.642857143,29.6,42.9,7.6,260,20,330,1.56,17.3,3.92,17.5,4.77,6.94
758,Mahabubabad,2017 - 2018,rabi,Maize,9.657142857,21.3,37.2,7.6,260,20,330,1.56,17.3,3.92,17.5,5.39,6.67
759,Mahabubabad,2018 - 2019,rabi,Maize,13.18571429,,,7.6,260,20,330,1.56,17.3,3.92,17.5,6.94,6.81
760,Mahabubabad,2019 - 2020,rabi,Maize,9.1,12.3,45.1,7.6,260,20,330,1.56,17.3,3.92,17.5,4.23,5.6
761,Mahbubnagar,2014 - 2015,rabi,Maize,16.18571429,27.4,41.8,7.5,97,35.02,268,0.75,9.8,0.71,8.8,,5.19
762,Mahbubnagar,2015 - 2016,rabi,Maize,12.75714286,28.5,43.7,7.5,97,35.02,268,0.75,9.8,0.71,8.8,,3.96
763,Mahbubnagar,2016 - 2017,rabi,Maize,9.7,30,41.9,7.5,97,35.02,268,0.75,9.8,0.71,8.8,12.49,6.81
764,Mahbubnagar,2017 - 2018,rabi,Maize,8.757142857,20.9,34,7.5,97,35.02,268,0.75,9.8,0.71,8.8,10.66,6.9
765,Mahbubnagar,2018 - 2019,rabi,Maize,6.914285714,,,7.5,97,35.02,268,0.75,9.8,0.71,8.8,15.05,6.52
766,Mahbubnagar,2019 - 2020,rabi,Maize,14.37142857,11.6,45.4,7.5,97,35.02,268,0.75,9.8,0.71,8.8,12.51,6.93
767,Mancherial,2016 - 2017,rabi,Maize,9.6,31.2,43.5,7.52,128,49.4,238,1.65,11.58,2.2,16,3.89,7.51
768,Mancherial,2017 - 2018,rabi,Maize,5.85714,19.2,35.4,7.52,128,49.4,238,1.65,11.58,2.2,16,6.01,4.48
769,Mancherial,2018 - 2019,rabi,Maize,11,,,7.52,128,49.4,238,1.65,11.58,2.2,16,5.08,6.16
770,Mancherial,2019 - 2020,rabi,Maize,9.77143,9.1,46.2,7.52,128,49.4,238,1.65,11.58,2.2,16,3.63,5.84
771,Medak,2014 - 2015,rabi,Maize,24.7,27.1,42.3,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,,3.27
772,Medak,2015 - 2016,rabi,Maize,10.3,27.8,43.3,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,,3.03
773,Medak,2016 - 2017,rabi,Maize,3.2,27.8,40.6,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,11.74,4.27
774,Medak,2017 - 2018,rabi,Maize,5.1,19.1,34.7,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,13.95,4.62
775,Medak,2018 - 2019,rabi,Maize,5.5,,,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,20.71,5.14
776,Medak,2019 - 2020,rabi,Maize,13.1,10,44.4,7.7,278.7,30.5,357,1.43,15.33,1.63,19.33,15.55,6.1
777,Medchal,2016 - 2017,rabi,Maize,6.885714286,28.4,41.3,7.55,243.15,38.06,265.49,1.733,4.3,1.91,11.98,7.78,6.8
778,Medchal,2017 - 2018,rabi,Maize,10.28571429,21,35.5,7.55,243.15,38.06,265.49,1.733,4.3,1.91,11.98,6.57,6.9
779,Medchal,2018 - 2019,rabi,Maize,14.78571429,,,7.55,243.15,38.06,265.49,1.733,4.3,1.91,11.98,13.23,6.51
780,Medchal,2019 - 2020,rabi,Maize,7.528571429,11.5,43.8,7.55,243.15,38.06,265.49,1.733,4.3,1.91,11.98,9.12,6.9
781,Mulugu,2018 - 2019,rabi,Maize,13.40571429,,,7.4,277.5,19.8,346,0.62,7.63,1.24,13.46,7.06,7.29
782,Mulugu,2019 - 2020,rabi,Maize,14.37142857,10.5,44.5,7.4,277.5,19.8,346,0.62,7.63,1.24,13.46,5.54,10.96
783,Nagarkurnool,2016 - 2017,rabi,Maize,7.31429,28.7,41.7,7.3,184.6,16.9,232.9,1.1,13.02,1.36,12.11,14.84,6.8
784,Nagarkurnool,2017 - 2018,rabi,Maize,7.85714,20.8,34.1,7.3,184.6,16.9,232.9,1.1,13.02,1.36,12.11,11.62,6.9
785,Nagarkurnool,2018 - 2019,rabi,Maize,8.35714,,,7.3,184.6,16.9,232.9,1.1,13.02,1.36,12.11,13.07,6.5
786,Nagarkurnool,2019 - 2020,rabi,Maize,7.3,11.2,45,7.3,184.6,16.9,232.9,1.1,13.02,1.36,12.11,9.5,6.93
787,Nalgonda,2014 - 2015,rabi,Maize,7.042857143,29.1,45,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,,5.3
788,Nalgonda,2015 - 2016,rabi,Maize,14.55714286,29.3,43.9,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,,4.98
789,Nalgonda,2016 - 2017,rabi,Maize,13.94761905,30,42.6,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,8.06,6.81
790,Nalgonda,2017 - 2018,rabi,Maize,15.23928571,23.3,36.3,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,8.64,6.9
791,Nalgonda,2018 - 2019,rabi,Maize,13.96571429,,,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,12.93,6.5
792,Nalgonda,2019 - 2020,rabi,Maize,14.25714286,12.4,46.7,7.8,172,39.1,296.9,1.6,14.52,1.32,11.14,8.58,6.92
793,Narayanapet,2018 - 2019,rabi,Maize,13.28285714,,,7.75,150.6,33.55,276.47,0.882,10.67,0.97,10.12,13.2,7.13
794,Narayanapet,2019 - 2020,rabi,Maize,12.23333333,13.2,44.5,7.75,150.6,33.55,276.47,0.882,10.67,0.97,10.12,9.44,6.94
795,Nirmal,2016 - 2017,rabi,Maize,2.514285714,29,42.3,7.45,178,19.7,331,0.35,19.1,0.99,10.36,5.58,8.16
796,Nirmal,2017 - 2018,rabi,Maize,12.34285714,18.5,35.6,7.45,178,19.7,331,0.35,19.1,0.99,10.36,9.42,8.67
797,Nirmal,2018 - 2019,rabi,Maize,4.214285714,,,7.45,178,19.7,331,0.35,19.1,0.99,10.36,8.96,8.27
798,Nirmal,2019 - 2020,rabi,Maize,6.257142857,7.7,46.4,7.45,178,19.7,331,0.35,19.1,0.99,10.36,6.29,8.8
799,Nizamabad,2014 - 2015,rabi,Maize,24.1833,27.9,43.7,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,,4.98
800,Nizamabad,2015 - 2016,rabi,Maize,10.05,29.4,44.6,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,,3.65
801,Nizamabad,2016 - 2017,rabi,Maize,3.03333,29.9,43,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,6.7,5.83
802,Nizamabad,2017 - 2018,rabi,Maize,8.15,19.4,35.8,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,9.33,6.93
803,Nizamabad,2018 - 2019,rabi,Maize,3.16667,,,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,11.28,5.77
804,Nizamabad,2019 - 2020,rabi,Maize,11.0167,10.9,45.5,7.52,252,21.3,323.3,0.9,11.27,2.68,13.5,6.48,5.94
805,Peddapalli,2016 - 2017,rabi,Maize,4.942857143,30.2,42.9,7.87,301.05,80.77,490.94,0.3,8.2,2.13,11.2,6.06,9.48
806,Peddapalli,2017 - 2018,rabi,Maize,10.34285714,19.5,35.8,7.87,301.05,80.77,490.94,0.3,8.2,2.13,11.2,8.95,9.71
807,Peddapalli,2018 - 2019,rabi,Maize,10.68571429,,,7.87,301.05,80.77,490.94,0.3,8.2,2.13,11.2,7.31,6.61
808,Peddapalli,2019 - 2020,rabi,Maize,9.585714286,10.6,46,7.87,301.05,80.77,490.94,0.3,8.2,2.13,11.2,5.32,7.09
809,Rajanna,2016 - 2017,rabi,Maize,3.414285714,28.5,42.8,7.53,290.3,50.25,256.15,1.45,7.9,3.05,13.68,7.19,7.29
810,Rajanna,2017 - 2018,rabi,Maize,9.071428571,17.6,36.3,7.53,290.3,50.25,256.15,1.45,7.9,3.05,13.68,12.29,4.4
811,Rajanna,2018 - 2019,rabi,Maize,9.985714286,,,7.53,290.3,50.25,256.15,1.45,7.9,3.05,13.68,14.18,6.72
812,Rajanna,2019 - 2020,rabi,Maize,14.82857143,9.7,45.3,7.53,290.3,50.25,256.15,1.45,7.9,3.05,13.68,5.61,6.91
813,Rangareddy,2014 - 2015,rabi,Maize,19.75714286,27.6,41.4,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,,4.64
814,Rangareddy,2015 - 2016,rabi,Maize,16.98571429,27.4,43.1,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,,4.77
815,Rangareddy,2016 - 2017,rabi,Maize,6.842857143,28,40.7,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,14.12,2.72
816,Rangareddy,2017 - 2018,rabi,Maize,11.92857143,22.2,35.1,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,9.78,4.24
817,Rangareddy,2018 - 2019,rabi,Maize,9.842857143,,,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,17.55,3.27
818,Rangareddy,2019 - 2020,rabi,Maize,10.14285714,11.3,43.7,7.51,196.4,54.9,231.2,1.02,11.27,1.45,4.58,13.46,3.67
819,Sangareddy,2016 - 2017,rabi,Maize,2.414285714,29.6,42.1,6.9,285,28.1,355.3,1.6,11.27,2.68,13.5,11.21,4.14
820,Sangareddy,2017 - 2018,rabi,Maize,8.1,18.9,33.1,6.9,285,28.1,355.3,1.6,11.27,2.68,13.5,11.11,4.03
821,Sangareddy,2018 - 2019,rabi,Maize,7.442857143,,,6.9,285,28.1,355.3,1.6,11.27,2.68,13.5,18.96,2.79
822,Sangareddy,2019 - 2020,rabi,Maize,11.14285714,10.6,45.3,6.9,285,28.1,355.3,1.6,11.27,2.68,13.5,16.89,3.57
823,Siddipet,2016 - 2017,rabi,Maize,4.3,28.6,41.5,5.3,270.16,37.29,302.66,1.9264,13.36,2.56,15.34,10.96,4.51
824,Siddipet,2017 - 2018,rabi,Maize,7.4,21.4,34.5,5.3,270.16,37.29,302.66,1.9264,13.36,2.56,15.34,11.41,6.24
825,Siddipet,2018 - 2019,rabi,Maize,12.98571429,,,5.3,270.16,37.29,302.66,1.9264,13.36,2.56,15.34,17.19,4.37
826,Siddipet,2019 - 2020,rabi,Maize,11.64285714,9.6,44.4,5.3,270.16,37.29,302.66,1.9264,13.36,2.56,15.34,10.52,5.48
827,Suryapet,2016 - 2017,rabi,Maize,10.91428571,29.6,42.6,7.58,165.4,34.1,251.8,3.2,8.3,1.6,7.3,6.62,6.81
828,Suryapet,2017 - 2018,rabi,Maize,12.80357143,24.3,36.2,7.58,165.4,34.1,251.8,3.2,8.3,1.6,7.3,8.11,6.9
829,Suryapet,2018 - 2019,rabi,Maize,11.68571429,,,7.58,165.4,34.1,251.8,3.2,8.3,1.6,7.3,8.26,6.5
830,Suryapet,2019 - 2020,rabi,Maize,12.7047619,13.3,45.8,7.58,165.4,34.1,251.8,3.2,8.3,1.6,7.3,5.58,6.96
831,Vikarabad,2016 - 2017,rabi,Maize,4.942857143,27.6,41.2,5.6,225.6,27,275.69,1.08,8.78,2.47,11.47,9.47,6.8
832,Vikarabad,2017 - 2018,rabi,Maize,9.5,18.4,34,5.6,225.6,27,275.69,1.08,8.78,2.47,11.47,10.14,6.9
833,Vikarabad,2018 - 2019,rabi,Maize,5.585714286,,,5.6,225.6,27,275.69,1.08,8.78,2.47,11.47,16.86,6.5
834,Vikarabad,2019 - 2020,rabi,Maize,10.25714286,10.6,44.7,5.6,225.6,27,275.69,1.08,8.78,2.47,11.47,12.25,6.93
835,Wanaparthy,2016 - 2017,rabi,Maize,5.8,28.7,41.7,7.51,140.39,31.02,265.77,0.888,8.14,1.044,10.08,8.04,6.81
836,Wanaparthy,2017 - 2018,rabi,Maize,5.91429,21.5,33.9,7.51,140.39,31.02,265.77,0.888,8.14,1.044,10.08,6.13,6.9
837,Wanaparthy,2018 - 2019,rabi,Maize,7.45714,,,7.51,140.39,31.02,265.77,0.888,8.14,1.044,10.08,5.79,6.5
838,Wanaparthy,2019 - 2020,rabi,Maize,7.08571,14,44.5,7.51,140.39,31.02,265.77,0.888,8.14,1.044,10.08,3.58,6.95
839,Warangal,2014 - 2015,rabi,Maize,27.617,27.5,43.5,7.56,209,49,552,1.24,24.42,1.87,9.59,,6.41
840,Warangal,2015 - 2016,rabi,Maize,12.4667,28.7,44.1,7.56,209,49,552,1.24,24.42,1.87,9.59,,6.43
841,Warangal,2016 - 2017,rabi,Maize,3.93333,30,42.3,7.56,209,49,552,1.24,24.42,1.87,9.59,5.88,10.36
842,Warangal,2017 - 2018,rabi,Maize,13.8667,20.7,35,7.56,209,49,552,1.24,24.42,1.87,9.59,6.63,8.34
843,Warangal,2018 - 2019,rabi,Maize,13.1667,,,7.56,209,49,552,1.24,24.42,1.87,9.59,7.84,8.79
844,Warangal,2019 - 2020,rabi,Maize,15.6167,11.4,44.7,7.56,209,49,552,1.24,24.42,1.87,9.59,3.85,6.84
845,Warangal urban,2016 - 2017,rabi,Maize,0.84286,29,43.1,5.5,162.69,18.08,215.84,1.833,4.67,2.76,14.38,5.88,7.35
846,Warangal urban,2017 - 2018,rabi,Maize,13.0143,20.1,34.6,5.5,162.69,18.08,215.84,1.833,4.67,2.76,14.38,6.63,7.57
847,Warangal urban,2018 - 2019,rabi,Maize,12.5857,,,5.5,162.69,18.08,215.84,1.833,4.67,2.76,14.38,7.84,6.16
848,Warangal urban,2019 - 2020,rabi,Maize,15.0429,9.6,44.9,5.5,162.69,18.08,215.84,1.833,4.67,2.76,14.38,3.85,7.25
849,Yadadri,2016 - 2017,rabi,Maize,5.171428571,28.3,41.8,6.54,170.7,34.1,283.1,3.2,8.3,1.6,7.2,9.41,6.8
850,Yadadri,2017 - 2018,rabi,Maize,11.28571429,20,35.1,6.54,170.7,34.1,283.1,3.2,8.3,1.6,7.2,9.58,6.91
851,Yadadri,2018 - 2019,rabi,Maize,6.571428571,,,6.54,170.7,34.1,283.1,3.2,8.3,1.6,7.2,13.64,6.52
852,Yadadri,2019 - 2020,rabi,Maize,11.27142857,12.2,45.2,6.54,170.7,34.1,283.1,3.2,8.3,1.6,7.2,9.6,6.59
853,Adilabad,2014 - 2015,rabi,Moong(Green Gram),22.87142857,28.7,43.5,7.55,180,17.6,284,1.35,14,0.58,12.88,,0.65
854,Adilabad,2015 - 2016,rabi,Moong(Green Gram),14,29.4,44.2,7.55,180,17.6,284,1.35,14,0.58,12.88,,0.68
855,Adilabad,2016 - 2017,rabi,Moong(Green Gram),9.185714286,29.9,43.1,7.55,180,17.6,284,1.35,14,0.58,12.88,3.94,0.93
856,Adilabad,2017 - 2018,rabi,Moong(Green Gram),12.12857143,18.5,34.4,7.55,180,17.6,284,1.35,14,0.58,12.88,6.54,0.83
857,Adilabad,2018 - 2019,rabi,Moong(Green Gram),3.3,,,7.55,180,17.6,284,1.35,14,0.58,12.88,5.88,1
858,Adilabad,2019 - 2020,rabi,Moong(Green Gram),14.21428571,5,45.9,7.55,180,17.6,284,1.35,14,0.58,12.88,5.53,0.95
859,Bhadradri,2016 - 2017,rabi,Moong(Green Gram),12.21428571,30.4,42.7,5.31,185.2,34.5,135,1.05,3.69,0.31,7.51,7.1,0.9
860,Bhadradri,2017 - 2018,rabi,Moong(Green Gram),8.942857143,23.4,35.6,5.31,185.2,34.5,135,1.05,3.69,0.31,7.51,7.87,0.85
861,Bhadradri,2018 - 2019,rabi,Moong(Green Gram),17.9,,,5.31,185.2,34.5,135,1.05,3.69,0.31,7.51,7.23,0.82
862,Bhadradri,2019 - 2020,rabi,Moong(Green Gram),12.12857143,12.3,46.8,5.31,185.2,34.5,135,1.05,3.69,0.31,7.51,6.52,0.72
863,Jagitial,2016 - 2017,rabi,Moong(Green Gram),1.514285714,29.7,43.3,7.87,182.76,38.77,358.86,1.02,8.4,1.9,14,4.7,0.97
864,Jagitial,2017 - 2018,rabi,Moong(Green Gram),9.814285714,19.4,36.4,7.87,182.76,38.77,358.86,1.02,8.4,1.9,14,6.52,0.82
865,Jagitial,2018 - 2019,rabi,Moong(Green Gram),9.514285714,,,7.87,182.76,38.77,358.86,1.02,8.4,1.9,14,5.33,0.97
866,Jagitial,2019 - 2020,rabi,Moong(Green Gram),10.67142857,9.1,46.7,7.87,182.76,38.77,358.86,1.02,8.4,1.9,14,3.79,1.09
867,Jangoan,2016 - 2017,rabi,Moong(Green Gram),2.414285714,29.8,41.9,6.9,273.3,27.5,325,3.61,38.04,3.77,20.2,8.62,0.9
868,Jangoan,2017 - 2018,rabi,Moong(Green Gram),12.35714286,18.9,35.7,6.9,273.3,27.5,325,3.61,38.04,3.77,20.2,9.16,0.83
869,Jangoan,2018 - 2019,rabi,Moong(Green Gram),17.24285714,,,6.9,273.3,27.5,325,3.61,38.04,3.77,20.2,13.38,0.94
870,Jangoan,2019 - 2020,rabi,Moong(Green Gram),9.885714286,9.1,45.6,6.9,273.3,27.5,325,3.61,38.04,3.77,20.2,6.86,0.95
871,Jayashankar,2016 - 2017,rabi,Moong(Green Gram),5.528571429,29.5,42.7,7.7,303.16,51.01,432.29,0.98,18.04,2.33,13.03,7.71,0.9
872,Jayashankar,2017 - 2018,rabi,Moong(Green Gram),13.65714286,20.3,35.5,7.7,303.16,51.01,432.29,0.98,18.04,2.33,13.03,9.8,0.67
873,Jayashankar,2018 - 2019,rabi,Moong(Green Gram),13.11428571,,,7.7,303.16,51.01,432.29,0.98,18.04,2.33,13.03,9.54,0.71
874,Jayashankar,2019 - 2020,rabi,Moong(Green Gram),16.77142857,9.2,46.4,7.7,303.16,51.01,432.29,0.98,18.04,2.33,13.03,9.31,0.95
875,Jogulamba,2016 - 2017,rabi,Moong(Green Gram),5.4,29.3,41.4,8.2,156.17,37.9,289.96,0.88,7.52,1.16,10.01,6.45,0.88
876,Jogulamba,2017 - 2018,rabi,Moong(Green Gram),4.77143,22.3,34.4,8.2,156.17,37.9,289.96,0.88,7.52,1.16,10.01,3.94,0.67
877,Jogulamba,2018 - 2019,rabi,Moong(Green Gram),8.35714,,,8.2,156.17,37.9,289.96,0.88,7.52,1.16,10.01,10.74,0.95
878,Jogulamba,2019 - 2020,rabi,Moong(Green Gram),6.37143,14,44.2,8.2,156.17,37.9,289.96,0.88,7.52,1.16,10.01,7.9,0.95
879,Kamareddy,2016 - 2017,rabi,Moong(Green Gram),2.942857143,29.8,41.5,7.3,274.7,31.31,308.92,1.31,11.81,2.44,15.28,9.64,0.9
880,Kamareddy,2017 - 2018,rabi,Moong(Green Gram),5,18,33.8,7.3,274.7,31.31,308.92,1.31,11.81,2.44,15.28,9.92,0.83
881,Kamareddy,2018 - 2019,rabi,Moong(Green Gram),3.3,,,7.3,274.7,31.31,308.92,1.31,11.81,2.44,15.28,14.14,0.94
882,Kamareddy,2019 - 2020,rabi,Moong(Green Gram),15.51428571,9,45.9,7.3,274.7,31.31,308.92,1.31,11.81,2.44,15.28,8.31,0.94
883,Karimnagar,2014 - 2015,rabi,Moong(Green Gram),15.62857143,28.2,44.2,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,,0.59
884,Karimnagar,2015 - 2016,rabi,Moong(Green Gram),14,28.4,44.3,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,,0.77
885,Karimnagar,2016 - 2017,rabi,Moong(Green Gram),3.3,29.8,42.7,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,5.94,0.9
886,Karimnagar,2017 - 2018,rabi,Moong(Green Gram),7.771428571,19,34.8,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,8.04,0.83
887,Karimnagar,2018 - 2019,rabi,Moong(Green Gram),12.34285714,,,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,8.49,0.95
888,Karimnagar,2019 - 2020,rabi,Moong(Green Gram),12.12857143,10.7,45.1,7.59,407.29,43.59,302.26,1.18,34.93,3.11,14.68,3.53,0.95
889,Khammam,2014 - 2015,rabi,Moong(Green Gram),11.77142857,28.2,43.6,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,,0.57
890,Khammam,2015 - 2016,rabi,Moong(Green Gram),20.14285714,28.2,43.7,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,,0.8
891,Khammam,2016 - 2017,rabi,Moong(Green Gram),14.81904762,29.6,42.3,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,5.62,0.84
892,Khammam,2017 - 2018,rabi,Moong(Green Gram),17.70357143,23.1,35.7,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,4.85,0.99
893,Khammam,2018 - 2019,rabi,Moong(Green Gram),16.71428571,,,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,5.39,0.98
894,Khammam,2019 - 2020,rabi,Moong(Green Gram),21.10952381,14.6,45.5,6.89,241,23.7,228.25,1.66,16.84,2.1,22.01,3.93,0.97
895,Komaram bheem asifabad,2016 - 2017,rabi,Moong(Green Gram),7.185714286,30.1,42.9,7.6,155,15.6,285,0.49,15.62,0.39,15.21,6.3,0.9
896,Komaram bheem asifabad,2017 - 2018,rabi,Moong(Green Gram),12.31428571,18.2,34.7,7.6,155,15.6,285,0.49,15.62,0.39,15.21,7.47,1.37
897,Komaram bheem asifabad,2018 - 2019,rabi,Moong(Green Gram),11.25714286,,,7.6,155,15.6,285,0.49,15.62,0.39,15.21,6.95,1.73
898,Komaram bheem asifabad,2019 - 2020,rabi,Moong(Green Gram),19.85714286,6.6,45.5,7.6,155,15.6,285,0.49,15.62,0.39,15.21,6.14,0.95
